Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
231,Dante Exum,28,DAL,PG,55,17,19.8,2.9,5.5,0.533,1,2,0.491,2,3.5,0.557,0.621,1,1.2,0.779,0.5,2.3,2.7,2.9,0.4,0.1,0.9,1.5,7.8,,exumda01
232,Markelle Fultz,25,ORL,PG,43,18,21.2,3.6,7.6,0.472,0.1,0.4,0.222,3.5,7.2,0.487,0.479,0.5,0.8,0.697,1.3,1.9,3.2,2.8,1,0.3,1.2,1.5,7.8,,fultzma01
233,Isaiah Hartenstein,25,NYK,C,75,49,25.3,3.1,4.9,0.644,0,0,0.333,3.1,4.8,0.646,0.645,1.5,2.1,0.707,3.3,5.1,8.3,2.5,1.2,1.1,1.2,2.8,7.8,,harteis01
234,Jordan Hawkins,21,NOP,SG,67,10,17.3,2.6,6.8,0.382,1.6,4.4,0.366,1,2.4,0.411,0.501,1,1.2,0.838,0.4,1.8,2.2,1,0.3,0.1,0.6,1.1,7.8,,hawkijo01
235,Royce O'Neale,30,2TM,SF,79,14,24.7,2.7,6.8,0.397,2,5.3,0.37,0.7,1.5,0.496,0.542,0.3,0.4,0.686,0.8,4,4.8,2.8,0.7,0.6,0.9,2.2,7.7,,onealro01
235,Royce O'Neale,30,BRK,SF,49,6,24.5,2.6,6.6,0.388,2,5.4,0.366,0.6,1.2,0.483,0.537,0.3,0.4,0.682,0.8,3.7,4.5,2.8,0.7,0.6,1,2.4,7.4,,onealro01
235,Royce O'Neale,30,PHO,SF,30,8,25.1,2.9,7.1,0.411,2,5.2,0.376,1,1.9,0.509,0.549,0.3,0.4,0.692,0.7,4.5,5.2,2.7,0.9,0.5,0.7,1.8,8.1,,onealro01
236,RaiQuan Gray,24,SAS,PF,3,0,13,3.3,5.7,0.588,1,2.3,0.429,2.3,3.3,0.7,0.676,0,0,,0.7,1.7,2.3,2,0.3,0.3,0.3,0,7.7,,grayra01
237,Nikola Jovi_,20,MIA,PF,46,38,19.5,2.8,6.1,0.452,1.4,3.5,0.399,1.3,2.6,0.525,0.568,0.7,1,0.702,0.5,3.6,4.2,2,0.5,0.3,0.9,1.8,7.7,,jovicni01
238,Precious Achiuwa,24,2TM,PF,74,18,21.9,3.2,6.3,0.501,0.4,1.3,0.268,2.8,5,0.562,0.529,0.9,1.5,0.616,2.6,4,6.6,1.3,0.6,0.9,1.1,1.9,7.6,,achiupr01
238,Precious Achiuwa,24,TOR,C,25,0,17.5,3.1,6.8,0.459,0.5,1.9,0.277,2.6,4.9,0.528,0.497,1,1.7,0.571,2,3.4,5.4,1.8,0.6,0.5,1.2,1.6,7.7,,achiupr01
238,Precious Achiuwa,24,NYK,PF,49,18,24.2,3.2,6.1,0.525,0.3,1,0.26,2.9,5.1,0.578,0.547,0.9,1.4,0.643,2.9,4.3,7.2,1.1,0.6,1.1,1.1,2.1,7.6,,achiupr01
239,Toumani Camara,23,POR,PF,70,49,24.8,2.8,6.3,0.45,0.8,2.5,0.337,2,3.8,0.523,0.516,1.1,1.4,0.758,2,2.9,4.9,1.2,0.9,0.5,1.2,2.5,7.5,,camarto01
240,Cody Martin,28,CHO,SF,28,22,26.9,2.9,7.7,0.381,1,3.1,0.314,2,4.6,0.426,0.444,0.7,1.2,0.606,0.7,3.2,3.9,3.7,1.1,0.6,1.6,1.7,7.5,,martico01
241,Brice Sensabaugh,20,UTA,SF,32,11,18.3,2.7,6.8,0.39,1.1,3.6,0.296,1.6,3.2,0.495,0.468,1.2,1.3,0.902,0.5,2.7,3.2,1.7,0.4,0.2,1.5,1.3,7.5,,sensabr01
242,Cameron Payne,29,2TM,PG,78,10,16.7,2.7,6.2,0.432,1.3,3.4,0.39,1.3,2.7,0.486,0.541,0.7,0.9,0.866,0.3,1.2,1.5,2.6,0.5,0.1,0.8,1.6,7.4,,payneca01
242,Cameron Payne,29,MIL,PG,47,2,14.9,2.1,4.7,0.455,1.1,2.8,0.397,1,1.9,0.538,0.572,0.8,0.9,0.841,0.1,1.2,1.3,2.3,0.5,0.1,0.7,1.6,6.2,,payneca01
242,Cameron Payne,29,PHI,PG,31,8,19.4,3.5,8.4,0.413,1.7,4.4,0.382,1.8,4,0.447,0.514,0.7,0.7,0.913,0.5,1.3,1.8,3.1,0.6,0.3,1.1,1.7,9.3,,payneca01
243,Christian Braun,22,DEN,SG,82,4,20.2,2.7,5.9,0.46,0.8,2,0.384,1.9,3.9,0.498,0.525,1.1,1.6,0.694,1,2.8,3.7,1.6,0.5,0.4,0.7,1.7,7.3,,braunch01
244,Jaden Hardy,21,DAL,SG,73,7,13.5,2.7,6.6,0.407,1.1,3.1,0.362,1.6,3.5,0.447,0.492,0.8,1,0.776,0.3,1.5,1.8,1.5,0.3,0.1,0.8,1.1,7.3,,hardyja02
245,Taylor Hendricks,20,UTA,PF,40,23,21.4,2.7,6,0.45,1.3,3.5,0.379,1.4,2.5,0.55,0.56,0.6,0.7,0.793,1.2,3.5,4.6,0.8,0.7,0.8,0.7,1.9,7.3,,hendrita0
246,Paul Reed,24,PHI,C,82,24,19.4,3.2,5.9,0.54,0.3,0.7,0.368,2.9,5.2,0.563,0.561,0.7,1,0.718,2.4,3.6,6,1.3,0.8,1,0.8,2.4,7.3,,reedpa01
247,Lamar Stevens,26,2TM,PF,38,3,14.7,2.8,6.3,0.45,0.4,1.2,0.304,2.5,5.1,0.485,0.479,1.1,1.4,0.778,0.9,2.4,3.3,0.7,0.6,0.6,0.6,1.2,7.2,,stevela01
247,Lamar Stevens,26,BOS,PF,19,1,6.4,1.1,2.4,0.467,0.2,0.4,0.375,0.9,1.9,0.486,0.5,0.4,0.6,0.727,0.6,1,1.6,0.4,0.3,0.3,0.5,0.7,2.8,,stevela01
247,Lamar Stevens,26,MEM,PF,19,2,23,4.6,10.3,0.446,0.6,2,0.289,4,8.3,0.484,0.474,1.8,2.3,0.791,1.3,3.8,5.1,1.1,0.9,0.9,0.8,1.6,11.5,,stevela01
248,Johnny Juzang,22,UTA,SG,20,5,18.6,2.6,5.5,0.464,1.6,3.9,0.416,1,1.7,0.576,0.609,0.5,0.7,0.714,0.4,1.5,1.8,1.2,0.2,0.1,0.7,1.5,7.2,,juzanjo01
249,Kevin Knox,24,DET,SF,31,11,18.1,2.8,6,0.462,1,3,0.33,1.8,3,0.598,0.546,0.6,0.7,0.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,7.2,,knoxke01
250,Trey Lyles,28,SAC,PF,58,0,20,2.5,5.5,0.445,1.4,3.8,0.384,1,1.8,0.578,0.576,0.8,1.2,0.7,1.1,3.4,4.4,1.2,0.3,0.3,0.7,1.5,7.2,,lylestr01
251,Jose Alvarado,25,NOP,PG,56,0,18.4,2.5,6.2,0.412,1.4,3.7,0.377,1.1,2.5,0.464,0.525,0.6,0.9,0.673,0.4,1.8,2.3,2.1,1.1,0.3,0.7,1.6,7.1,6MOY-6,alvarjo01
252,Naji Marshall,26,NOP,SF,66,1,19,2.6,5.6,0.463,0.9,2.3,0.387,1.7,3.3,0.516,0.542,1,1.3,0.791,0.8,2.8,3.6,1.9,0.7,0.2,1,1.4,7.1,,marshna01
253,Landry Shamet,26,WAS,SG,46,5,15.8,2.6,6,0.431,1.2,3.4,0.338,1.4,2.5,0.556,0.527,0.8,1,0.826,0.3,1,1.3,1.2,0.5,0.2,0.7,1.7,7.1,,shamela01
254,James Wiseman,22,DET,C,63,6,17.3,3,4.8,0.613,0,0,0,3,4.8,0.617,0.613,1.1,1.6,0.706,1.7,3.6,5.3,0.9,0.2,0.6,1,2.2,7.1,,wisemja01
255,Vasilije Mici_,30,2TM,PG,60,21,19.6,2.7,6.2,0.43,0.7,2.6,0.279,1.9,3.6,0.537,0.488,1,1.3,0.813,0.2,1.2,1.5,4.4,0.5,0.1,1.7,1.1,7,,micicva01
255,Vasilije Mici_,30,OKC,PG,30,0,12,1.2,3,0.407,0.4,1.5,0.244,0.9,1.5,0.565,0.467,0.5,0.6,0.737,0,0.8,0.8,2.5,0.3,0.1,1,0.7,3.3,,micicva01
